ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/0/1/154,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",154,,Column integrated eastward cloud ice mass flux,,,kg m-1 s-1,Operational,Original
grib2/4/2/0/1/155,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",155,,Column integrated northward cloud ice mass flux,,,kg m-1 s-1,Operational,Original
grib2/4/2/0/1/156,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",156,,Column integrated eastward rain mass flux,,,kg m-1 s-1,Operational,Original
grib2/4/2/0/1/157,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",157,,Column integrated northward rain mass flux,,,kg m-1 s-1,Operational,Original
grib2/4/2/0/1/158,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",158,,Column integrated eastward snow mass flux,,,kg m-1 s-1,Operational,Original
grib2/4/2/0/1/159,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",159,,Column integrated northward snow mass flux,,,kg m-1 s-1,Operational,Original
grib2/4/2/0/1/160,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",160,,Column integrated divergence of water vapour mass flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/161,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",161,,Column integrated divergence of cloud liquid water mass flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/162,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",162,,Column integrated divergence of cloud ice mass flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/163,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",163,,Column integrated divergence of rain mass flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/164,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",164,,Column integrated divergence of snow mass flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/165,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",165,,Column integrated divergence of total water mass flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/166,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",166,,Column integrated water vapour flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/1/167,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",167,,Total column supercooled liquid water,,,kg m-2,Operational,Original
grib2/4/2/0/1/168,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",168,,Saturation specific humidity with respect to water,,,kg m-3,Operational,Original
grib2/4/2/0/1/169,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",169,,Total column integrated saturation specific humidity with respect to water,,,kg m-2,Operational,Original
grib2/4/2/0/1/170,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",170,,Mean mass diameter of hail,(see Note 10),190,m,Operational,Original
grib2/4/2/0/1/171,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",171,,Estimated maximum diameter of hail,(see Note 11),191,m,Operational,Original
grib2/4/2/0/1/172-191,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",172-191,,Reserved,,,,Operational,Original
grib2/4/2/0/1/192-254,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",192-254,,Reserved for local use,,,,Operational,Original
grib2/4/2/0/1/255,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",255,,Missing,,,,Operational,Original
