ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,,translation_source
grib2/4/2/0/1/123,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",123,,Tipo de precipitación dominante,,,(Véase la Tabla de cifrado 4.201),Operational,,Original
grib2/4/2/0/1/124,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",124,,Presencia de chubascos,,,(Véase la Tabla de cifrado 4.222),Operational,,Original
grib2/4/2/0/1/125,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",125,,Presencia de ventisca alta,,,(Véase la Tabla de cifrado 4.222),Operational,,Original
grib2/4/2/0/1/126,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",126,,Presencia de ventisca,,,(Véase la Tabla de cifrado 4.222),Operational,,Original
grib2/4/2/0/1/127,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",127,,Tasa de precipitación de hielo granulado (no como equivalente en agua),,,m/s,Operational,,Original
grib2/4/2/0/1/128,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",128,,Tasa de precipitación sólida total,(véase la nota 5),,kg m-2 s,Operational,,Original
grib2/4/2/0/1/129,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",129,,Radio efectivo del agua en las nubes,,,m,Operational,,Original
grib2/4/2/0/1/130,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",130,,Radio efectivo de la lluvia,,,m,Operational,,Original
grib2/4/2/0/1/131,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",131,,Radio efectivo del hielo en las nubes,,,m,Operational,,Original
grib2/4/2/0/1/132,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",132,,Radio efectivo de la nieve,,,m,Operational,,Original
grib2/4/2/0/1/133,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",133,,Radio efectivo de la nieve granulada,,,m,Operational,,Original
grib2/4/2/0/1/134,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",134,,Radio efectivo del granizo,,,m,Operational,,Original
grib2/4/2/0/1/135,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",135,,Radio efectivo de las nubes líquidas a escala subreticular,,,m,Operational,,Original
grib2/4/2/0/1/136,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",136,,Radio efectivo de las nubes de hielo a escala subreticular,,,m,Operational,,Original
grib2/4/2/0/1/137,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",137,,Factor de forma efectivo de la lluvia,,,,Operational,,Original
grib2/4/2/0/1/138,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",138,,Factor de forma efectivo del hielo en las nubes,,,,Operational,,Original
grib2/4/2/0/1/139,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",139,,Factor de forma efectivo de la nieve,,,,Operational,,Original
grib2/4/2/0/1/140,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",140,,Factor de forma efectivo de la nieve granulada,,,,Operational,,Original
grib2/4/2/0/1/141,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",141,,Factor de forma efectivo del granizo,,,,Operational,,Original
grib2/4/2/0/1/142,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",142,,Factor de forma efectivo de las nubes de hielo a escala subreticular,,,,Operational,,Original
grib2/4/2/0/1/143,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",143,,Tasa de evaporación potencial,,,kg m-2 s-1,Operational,,Original
grib2/4/2/0/1/144,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",144,,Contenido específicio de agua de lluvia (convenctiva),,,kg kg-1,Operational,,Original
grib2/4/2/0/1/145,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",145,,Contenido específicio de agua de nieve (convenctiva),,,kg kg-1,Operational,,Original
grib2/4/2/0/1/146,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",146,,Tasa de precipitación de hielo en las nubes,(véase la nota 6),,kg m-2 s-1,Operational,,Original
grib2/4/2/0/1/147-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",147-191,,Reservados,,,,Operational,,Original
grib2/4/2/0/1/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",192-254,,Reservados para uso local,,,,Operational,,Original
grib2/4/2/0/1/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",255,,Valor faltante,,,,Operational,,Original
