noteID,note_fr,translated_by
116,"L’équation d’extraction pour un coefficient de nombre d’ondes n est donc la suivante: Y = (R+X x 2E) x 10-Dx (n x (n+1))-P, dans laquelle X est la valeur ajustée et comprimée associée au coefficient.",Original
117,"Dans la définition de la dilatation interviennent trois paramètres: a) la latitude en degrés (mesurée dans le système de coordonnées du modèle) du «pôle de dilatation»; b) la longitude en degrés (mesurée dans le système de coordonnées du modèle) du «pôle de dilatation»; c) le facteur de dilatation C en millièmes représenté par un entier. (à suivre) Pour cette définition, on représente les données uniformément dans un système de coordonnées (longitude λ et latitude 1) dans lequel 1 = sin–1 (1 – C2) + (1 + C2) sin  (1 + C2) + (1 – C2) sin  où λ et  représentent la longitude et la latitude d’un système de coordonnées dans lequel le «pôle de dilatation» est le pôle Nord. C = 1 donne une résolution uniforme, alors que C > 1 donne une résolution accrue autour du pôle de dilatation.",Original
118,"Le nombre total de points de grille est fonction de la position de ces points. Si par exemple les points de grille se situent aux sommets des triangles, alors nt = (ni + 1) x (ni + 1) x nd, puisque les points situés sur le pourtour des losanges sont contenus dans les deux losanges adjacents et pour la même raison les points situés aux pôles sont contenus dans chacun des cinq losanges adjacents.",Original
119,"La sous–série non comprimée constitue un ensemble de valeurs défini de la même manière que la série complète des valeurs (d’un spectre limité à JS, KS et MS), mais auquel la mise à l’échelle et la compression ne sont pas appliquées. Les valeurs associées sont enregistrées à partir de l’octet 6 de la section 7.",Original
120,"La sous–série non compressée constitue un ensemble de valeurs défini de la même manière que la série complète des valeurs (d’un spectre limité à NS et MS), mais auquel la mise à l’échelle et la compression ne sont pas appliquées. Les valeurs associées sont enregistrées à partir de l’octet 6 de la section 7.",Original
121,"Le mot «fraction» ou le mot «pourcentage» doit être utilisé explicitement dans le nom du paramètre pour désigner un terme de normalisation N = 1 dans le premier cas et N = 100 dans le second.",Original
122,L'année peut être obtenue à l'aide de la formule suivante: Année (réelle/décodée) = Année + 10 000 x décalage,Original
123,On peut établir une distinction entre deux types de valeur manquante: les valeurs manquantes dues à un phénomène permanent (exemple: surface cachée en mer ou sur terre) et les valeurs manquantes occasionnelles.,Original
125,"Cette forme de représentation permet de décrire une matrice de valeurs à chaque point de grille, les deux dimensions de la matrice peuvent représenter des coordonnées sous la forme de deux paramètres élémentaires (exemple: direction et fréquence définissant des spectres d’ondes). Les valeurs numériques de ces coordonnées, au–delà de simples indices, peuvent être données sous forme de fonctions ou de séries de nombres explicites.",Original
128,Ce modèle est conçu pour les séries de données ne contenant pas de valeurs négatives mais présentant une grande variabilité (supérieure à 105). Il ne faut pas l’utiliser pour les ensembles de données contenant des valeurs négatives et de variabilité inférieure.,Original
129,Ce modèle est caduc. Utiliser plutôt le modèle 4.31.,Original
130,Ce modèle n’est qu’expérimental et n’avait pas encore été validé au moment de la publication. Il ne devrait donc être utilisé que pour des essais préalablement convenus au plan bilatéral.,Original
131,"Ce modèle n’est qu’expérimental et n’avait pas encore été validé au moment de la publication. Il ne devrait donc être utilisé que pour des essais préalablement convenus au plan bilatéral (les octets 35 à 50 sont très similaires aux octets 43 à 58 du modèle de définition du produit 4.8, mais pour certains champs la formulation diffère légèrement).",Original
132,"Ce modèle ne doit pas être utilisé quand on ne dispose pas des points de données pour une grille rectangulaire, comme c’est le cas si certains points de données sont extérieurs à l’image en mode point ou si la section 3 décrit une grille quasi régulière. S’il est nécessaire d’utiliser ce modèle avec une telle grille, il est possible de traiter le champ de données comme une image à une seule dimension dont la hauteur est fixée à 1 et la largeur correspond au nombre total de points de données indiqué par les octets 6 à 9.",Original
133,Ce modèle ne doit pas être utilisé. Il convient d’employer à la place le modèle de définition du produit 4.0.,Original
134,"Ce modèle n’avait pas encore été validé au moment de la publication et doit donc être utilisé avec prudence. Veuillez en signaler au Secrétariat (Département des systèmes d’observation et d’information) toute utilisation, afin de faciliter la validation.",Original
136,"Une rotation générale de la sphère permet d’obtenir un système général de coordonnées latitude/longitude défini par trois paramètres pouvant être les suivants: a) la latitude géographique, en degrés, du pôle Sud du système de coordonnées, soit p; b) la longitude géographique, en degrés, du pôle Sud du système de coordonnées, soit λp; c) l’angle de rotation autour du nouvel axe polaire (qui est mesuré en degrés, dans le sens horaire, en regardant du pôle Sud vers le pôle Nord) du système de coordonnées, le nouvel axe étant obtenu par une rotation de λp degrés autour de l’axe polaire géographique, puis par une rotation de (90 + p) degrés, de manière que le pôle Sud se déplace le long du méridien de Greenwich (auquel on vient de faire subir une rotation).",Original
137,"Dans les données compressées, l’ordre des valeurs est établi en fonction de la source de la définition de la grille associée aux données, en omettant les valeurs traitées dans la sous-série non compressée.",Original
138,"Dans la sous-série non compressée, l’ordre des valeurs est établi en fonction de la source de la définition de la grille associée aux données.",Original
139,"Les années précédant l’année 1 sont codées selon les prescriptions de la norme ISO 8601 (l’année 1 est suivie de l’année 0). Au besoin, l’année –1 ou une année antérieure est indiquée par le bit le plus significatif des octets 13–14 et 24–25 mis à 1, conformément à la règle 92.1.5.",Original
157,"Pour les besoins d’un calcul statistique portant sur des intervalles de temps successifs, on prend comme heures de référence et de prévision pour chaque intervalle, à l’exception de celui qui est le plus rapproché dans le temps, les heures de référence et de prévisions initiales augmentées ou diminuées de l’incrément, tel qu’il est défini par l’octet correspondant au «type d’incrément de temps» (à savoir l’un des octets (60+12(NC–1)), (73+12(NC–1)), (85+12(NC–1)), ...).",Original
