noteID,note_es,flag
117,"En la definición de la dilatación intervienen tres parámetros: a) la latitud en grados (medida en el sistema de coordenadas del modelo) del “polo de dilatación”; b) la longitud en grados (medida en el sistema de coordenadas del modelo) del “polo de dilatación”; c) el factor de dilatación C en unidades 10–6 representado por un entero. En esta definición se representan los datos de manera uniforme en un sistema de coordenadas (longitud λ y latitud θ 1) en la cual:  1 = sin−1 (1 − C 2 ) + (1+ C 2 ) (1 + C 2 ) + (1 − C 2 ) sin  donde λ y θrepresentan la longitud y la latitud de un sistema de coordinadas en el cual el “polo de dilatación” es el polo norte. C=1 arroja una resolución uniforme, mientras que C>1 arroja una resolución aumentada alrededor del polo de dilatación.",Original
118,"El número total de puntos de retícula depende de la posición de esos puntos. Si por ejemplo los puntos de retícula se sitúan en los vértices de los triángulos, entonces nt = (ni + 1) x (ni + 1) x nd, dado que los puntos situados en los bordes del rombo están contenidos en cada uno de los cinco rombos adyacentes.",Original
119,"La subserie desempaquetada es un conjunto de valores definido de la misma manera que la serie completa de valores (en un espectro limitado a NS y MS), pero al cual no se ha aplicado el ajuste y el empaquetado. Los valores asociados se registran a partir del octeto 6 de la sección 7.",Original
120,"La subserie desempaquetada es un conjunto de valores definido de la misma manera que la serie completa de valores (en un espectro limitado a NS y MS), pero al cual no se ha aplicado el ajuste y el empaquetado. Los valores asociados se registran a partir del octeto 6 de la sección 7.",Original
121,"La palabra ""fracción"" o ""porcentaje"" tiene que utilizarse de forma explícita en el nombre del parámetro para referirse a un período de normalización N=1 en el caso de ""fracción"" y N=100 en el caso de porcentaje.",Original
122,El año puede obtenerse mediante la fórmula siguiente: Año (actual/decodificado) = Año + 10 000 x compensación,Original
123,Se puede establecer una distinción entre dos tipos de valores faltantes: los valores faltantes debidos a un fenómeno permanente (por ejemplo: superficie oculta en mar o en tierra) y los valores faltantes ocasionales.,Original
125,"Esta forma de representación permite describir una matriz de valores en cada punto de la retícula, las dos dimensiones de la matriz pueden representar coordenadas que adopten la forma de dos parámetros elementales (por ej., dirección y frecuencia que definen espectros de ondas). Los valores numéricos de estas coordenadas, más allá de simples índices, pueden expresarse en forma de funciones o de series de números explícitos.",Original
126,Esto identifica la técnica de procesamiento posterior que se utilizó. Está definida por el centro de origen.,Original
127,Se trata de la fecha en que se realiza la repredicción con una versión específica del modelo.,Original
128,Este modelo ha sido diseñado apropiadamente para las series de datos cuyos valores son todos no-negativos y tienen un amplio intervalo de variabilidad (más de 5 órdenes de magnitud). No se debe utilizar para series de datos con valores negativos o menor intervalo de variabilidad.,Original
129,Este modelo está obsoleto y en su lugar debería utilizarse el Modelo 4.31.,Original
130,"Este modelo es simplemente experimental; no ha sido validado hasta el momento de la publicación, por lo que debería utilizarse únicamente para ensayos acordados previamente a nivel bilateral.",Original
131,"Este modelo es simplemente experimental, y no ha sido validado hasta el momento de la publicación, por lo que debe utilizarse únicamente para ensayos bilaterales previamente convenidos. (Los octetos 35–50 son muy semejantes a los octetos 43–58 del modelo de definición del producto 4.8, pero la formulación difiere ligeramente para algunos campos)",Original
132,"Este modelo no debería utilizarse cuando los puntos de datos no estén disponibles en una retícula rectangular, como sucede cuando algunos de ellos se obtienen en forma de mapas de bits, o cuando la sección 3 describe una retícula casi regular. Si es necesario utilizar este modelo en una retícula tal, el campo de datos podrá tratarse como una imagen unidimensional cuya altura se ha fijado en 1 y cuya anchura se ha fijado en el número total de puntos de datos especificado en los octetos 6–9.",Original
133,"Este modelo no debería utilizarse. En su lugar, debería utilizarse el Modelo de definición del producto 4.0.",Original
134,"Este modelo no fue validado en el momento de su publicación y debe utilizarse con prudencia. Por favor, sírvase informar a la Secretaría de la OMM (Departamento de sistemas de observación y de información) de todo uso que contribuya a su validación.",Original
136,"Una rotación general de la esfera permite obtener un sistema general de coordinadas de latitud/longitud, definido por tres parámetros que pueden ser los siguientes:",Original
137,"En los datos empaquetados, el orden de los valores se establece en función de la fuente de la definición de la retícula asociada a los datos, omitiendo los valores tratados en la subserie desempaquetada.",Original
138,"En la subserie desempaquetada, el orden de los valores se establece en función de la fuente de la definición de la retícula asociada a los datos.",Original
139,"Los años anteriores al año 1 se cifrarán en virtud de las normas definidas en ISO 8601 (el año 1 va seguido del año 0). De ser aplicable, el año – 1 o anterior se indicarán fijando el bit más significativo de los octetos 13–14 y 24–25 en ""1"" de conformidad con la Regla 92.1.5.",Original
158,"Los detalles relativos al proceso de empaquetado para la mayoría de los modelos se describen en la Regla 92.9.4. Este modelo es válido solo para el Comité Consultivo en Sistemas de Datos Espaciales (CCSDS): Recommendation for Space Data System Standards (recomendación relativa a las normas para sistemas de datos espaciales), compresión de datos sin pérdidas, CCSDS 121.0-B-2, Blue Book, mayo de 2012.",Original
159,"Los tiempos de referencia y predicción son sucesivamente fijados en sus valores iniciales añadiendo o disminuyendo el incremento, como se define por el tipo de incremento de tiempo (uno de los octetos (60+12(NC –1)), (73+12(NC –1)), (85+12(NC –1))...). Para todos los intervalos de tiempo, a excepción del más cercano en el tiempo (último), el siguiente intervalo se procesa utilizando esos tiempos de referencia y predicción como los tiempos de referencia y predicción iniciales.",Original
