ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,,translation_source
grib2/4/2/0/1/137,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",137,,Factor de forma efectivo de la lluvia,,,,Operational,,PDF
grib2/4/2/0/1/138,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",138,,Factor de forma efectivo del hielo en las nubes,,,,Operational,,PDF
grib2/4/2/0/1/139,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",139,,Factor de forma efectivo de la nieve,,,,Operational,,PDF
grib2/4/2/0/1/140,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",140,,Factor de forma efectivo de la nieve granulada,,,,Operational,,PDF
grib2/4/2/0/1/141,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",141,,Factor de forma efectivo del granizo,,,,Operational,,PDF
grib2/4/2/0/1/142,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",142,,Factor de forma efectivo de las nubes de hielo a escala subreticular,,,,Operational,,PDF
grib2/4/2/0/1/143,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",143,,Tasa de evaporación potencial,,,kg m-2 s-1,Operational,,PDF
grib2/4/2/0/1/144,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",144,,Contenido específicio de agua de lluvia (convenctiva),,,kg kg-1,Operational,,PDF
grib2/4/2/0/1/145,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",145,,Contenido específicio de agua de nieve (convenctiva),,,kg kg-1,Operational,,PDF
grib2/4/2/0/1/146,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",146,,Tasa de precipitación de hielo en las nubes,(véase la nota 6),31,kg m-2 s-1,Operational,,PDF
grib2/4/2/0/1/147-191,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",147-191,,Reservados,,,,Operational,,PDF
grib2/4/2/0/1/192-254,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",192-254,,Reservados para uso local,,,,Operational,,PDF
grib2/4/2/0/1/255,Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 1: humedad",255,,Valor faltante,,,,Operational,,PDF
